courseId,title,is_practice_test_course,quizId,type,quiz_title,quiz_date_created,quiz_isPublished,questionId,question_type,prompt,correctResponse,question_date_created
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594760,multiple-choice,"{""question"":""<p>Which strategy is effective in managing overwhelming emotions during social interactions?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Avoiding all social interactions</p>"",""<p>Practicing deep breathing exercises</p>"",""<p>Ignoring your emotions</p>"",""<p>Increasing sensory input</p>""]}","[""b""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594742,multiple-choice,"{""question"":""<p>Which of the following is NOT a component of Emotional Intelligence?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Self-awareness</p>"",""<p>Self-management</p>"",""<p>Cognitive reframing</p>"",""<p>Relationship management</p>""]}","[""c""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594766,multiple-choice,"{""question"":""<p>What does SMART in SMART goals stand for?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Specific, Measurable, Achievable, Relevant, Time-bound</p>"",""<p>Simple, Measurable, Attainable, Relevant, Timely</p>"",""<p>Specific, Mediocre, Arbitrary, Random, Timed</p>"",""<p>None of the above</p>""]}","[""a""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594792,multiple-choice,"{""question"":""<p>Behaviorism by B.F. Skinner emphasizes the role of:</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Unconscious motivations</p>"",""<p>Internal thought processes</p>"",""<p>Environmental effects on observable behavior</p>"",""<p>Genetic predispositions</p>""]}","[""c""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594800,multiple-choice,"{""question"":""<p>Which of the following is a recommended coping strategy for hypersensitivity?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Avoiding any new experiences</p>"",""<p>Engaging in systematic desensitization</p>"",""<p>Focusing on negative outcomes</p>"",""<p>Suppressing emotional responses</p>""]}","[""b""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594752,multiple-choice,"{""question"":""<p>Cognitive Behavioral Therapy (CBT) is particularly useful for hypersensitive individuals because:</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>It discourages any form of emotional expression</p>"",""<p>It focuses solely on childhood experiences</p>"",""<p>It helps individuals reframe negative thoughts about their sensitivity</p>"",""<p>It uses medication to treat hypersensitivity</p>""]}","[""c""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594812,multiple-choice,"{""question"":""<p>How can hypersensitive individuals leverage their trait in professional environments?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>By completely hiding their sensitivity</p>"",""<p>By using their heightened empathy to enhance team dynamics</p>"",""<p>By avoiding teamwork</p>"",""<p>None of the above</p>""]}","[""b""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594736,multiple-choice,"{""question"":""<p>What is the primary benefit of practicing mindfulness for individuals with hypersensitivity?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>It helps in avoiding stressful situations completely</p>"",""<p>It enhances sensory processing speed</p>"",""<p>It promotes a better response to sensory stimuli through heightened awareness</p>"",""<p>It eliminates the need for social interactions</p>""]}","[""c""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594722,multiple-choice,"{""question"":""<p>What is hypersensitivity?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>An extreme psychological disorder marked by psychosis</p>"",""<p>Increased sensitivity to environmental stimuli, such as sounds and lights</p>"",""<p>A type of personality trait characterized by extroversion</p>"",""<p>None of the above</p>""]}","[""b""]",2024-04-21
5934528,Harnessing Hypersensitivity,0,6331592,simple-quiz,Understanding and Managing Hypersensitivity,2024-04-21,Yes,80594726,multiple-choice,"{""question"":""<p>Which psychological theory focuses on the importance of childhood experiences and unconscious motives?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Cognitive Behavioral Theory</p>"",""<p>Psychodynamic Theory</p>"",""<p>Behaviorism</p>"",""<p>Positive Psychology</p>""]}","[""b""]",2024-04-21
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757292,multiple-choice,"{""question"":""<p>Regular performance reviews and monitoring of GenAI tools should ideally take place:</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Once every five years</p>"",""<p>At the end of the project lifecycle</p>"",""<p>Monthly or quarterly</p>"",""<p>Only at the project kickoff</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757054,multiple-choice,"{""question"":""<p>What Key Performance Indicator (KPI) is most relevant when assessing the efficiency gains provided by GenAI tools in project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Number of stakeholder meetings</p>"",""<p>Time saved on automated tasks</p>"",""<p>Frequency of software updates</p>"",""<p>Number of project management certifications held by team members</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757058,multiple-choice,"{""question"":""<p>Which tool would you typically use to track and visualize KPIs for GenAI implementations?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>A physical logbook</p>"",""<p>A project management software with built-in analytics features</p>"",""<p>A basic text editor</p>"",""<p>A standalone calculator</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757080,multiple-choice,"{""question"":""<p>What is an effective method for collecting qualitative feedback on the performance of GenAI tools from team members?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Counting the number of logins to the tool</p>"",""<p>Analyzing server uptime statistics</p>"",""<p>Conducting surveys and interviews</p>"",""<p>Measuring the electrical usage of the server hosting the AI</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757294,multiple-choice,"{""question"":""<p>An important aspect of performance monitoring for GenAI tools in project management is:</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Ensuring that the office Wi-Fi is fast enough</p>"",""<p>Ensuring that all user activities are logged for compliance purposes</p>"",""<p>Ensuring data accuracy and the effectiveness of the AI's output</p>"",""<p>Ensuring that all team members prefer the same project management methodologies</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757086,multiple-choice,"{""question"":""<p>Benchmarking the performance of your GenAI tools against industry standards requires:</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Checking the physical durability of the hardware used</p>"",""<p>Comparing your KPIs with those achieved by similar tools in similar projects</p>"",""<p>Monitoring the social media activity of competitors</p>"",""<p>Estimating the color preferences of stakeholders</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757064,multiple-choice,"{""question"":""<p>When conducting performance reviews of GenAI tools, it is essential to involve:</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Only the project manager</p>"",""<p>The entire project team and IT support</p>"",""<p>Only external stakeholders</p>"",""<p>Only GenAI tool vendors</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335408,simple-quiz,Performance Monitoring in GenAI for Project Management,2024-04-24,Yes,80757068,multiple-choice,"{""question"":""<p>Which metric would be least relevant when evaluating the performance of a GenAI tool used in project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Project completion rates</p>"",""<p>Color scheme of the project management software interface</p>"",""<p>Accuracy of task completion predictions</p>"",""<p>User satisfaction and adoption rates</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80757050,multiple-choice,"{""question"":""<p>What is the primary benefit of using AI in Slack for project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>It provides high-level security against cyber threats.</p>"",""<p>It helps in managing project communications more effectively.</p>"",""<p>It creates budget reports automatically.</p>"",""<p>It offers 3D modeling of project outcomes.</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80755870,multiple-choice,"{""question"":""<p>Which tool integrates AI to enhance work management through automated risk prediction and resource allocation recommendations?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>ClickUp</p>"",""<p>Wrike</p>"",""<p>Zoho Projects</p>"",""<p>nTask</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80757046,multiple-choice,"{""question"":""<p>Microsoft Project &amp; Microsoft Planner are known for their integration within a larger suite. What AI capability do these tools offer for project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Predicting project durations and optimizing resource management.</p>"",""<p>Automatic translation of project documents.</p>"",""<p>Generating virtual reality environments for project visualization.</p>"",""<p>Developing AI algorithms for external client use.</p>""]}","[""a""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80756118,multiple-choice,"{""question"":""<p>In the context of GenAI tools, what functionality does Zoho Projects' AI assistant, Zia, provide?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>It can automatically resolve human resource issues.</p>"",""<p>It offers insights and generates reports based on project data.</p>"",""<p>It functions exclusively as a chatbot for scheduling.</p>"",""<p>It predicts the financial outcomes of projects.</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80756826,multiple-choice,"{""question"":""<p>What unique AI feature does Smartsheet employ to enhance project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Automated meeting transcription.</p>"",""<p>Workflow automation and advanced data analytics.</p>"",""<p>Only email management.</p>"",""<p>AI-generated code for software development.</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80755778,multiple-choice,"{""question"":""<p>Which GenAI tool is renowned for its use of natural language commands to automate project management tasks?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Slack</p>"",""<p>Trello (Butler)</p>"",""<p>Microsoft Project</p>"",""<p>Asana</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80755864,multiple-choice,"{""question"":""<p>What feature distinguishes Monday.com in the landscape of GenAI project management tools?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>It primarily focuses on communication.</p>"",""<p>It offers advanced risk management predictions.</p>"",""<p>It provides project forecasting and workload planning using AI.</p>"",""<p>It uses AI solely for data security purposes.</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335406,simple-quiz,Tools and Technologies in GenAI for Project Management,2024-04-24,Yes,80756220,multiple-choice,"{""question"":""<p>How does Asana utilize AI to benefit project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>By providing real-time communication tools.</p>"",""<p>By generating predictive task management and automated prioritization.</p>"",""<p>By offering end-to-end encryption for project data.</p>"",""<p>By automating only the file storage and sharing aspects.</p>""]}","[""b""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755756,multiple-choice,"{""question"":""<p>Which of the following best describes the potential impact of bias in GenAI tools used in project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Bias in GenAI tools can lead to inefficiencies in resource allocation and may unfairly influence project outcomes.</p>"",""<p>Bias is beneficial as it speeds up the decision-making process by relying on proven patterns.</p>"",""<p>Bias affects only the initial setup of the GenAI system and is self-correcting over time.</p>"",""<p>Bias in GenAI tools has no real impact on project outcomes as long as the tools are properly maintained.</p>""]}","[""a""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755728,multiple-choice,"{""question"":""<p>Which of the following is NOT a typical application of GenAI in project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Automatically generating risk assessment reports</p>"",""<p>Creating project schedules based on historical data.</p>"",""<p>Transcribing minutes from project meetings.</p>"",""<p>Increasing the need for manual data entry.</p>""]}","[""d""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755768,multiple-choice,"{""question"":""<p>Predictive analytics in GenAI are used to forecast project risks. What type of data is essential for this function to be effective?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Data about the project team's lunch preferences.</p>"",""<p>Generic industry-wide data that is not project-specific.</p>"",""<p>Historical project data specific to the organization.</p>"",""<p>Only the data from current ongoing projects.</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755724,multiple-choice,"{""question"":""<p>What distinguishes generative AI (GenAI) from traditional AI technologies in the context of project management applications?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>GenAI can only perform tasks that it has been explicitly programmed to do.</p>"",""<p>GenAI is primarily used for data storage and management.</p>"",""<p>GenAI is capable of generating new content and decisions based on trained models.</p>"",""<p>GenAI technologies are less advanced than traditional AI.</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755738,multiple-choice,"{""question"":""<p>In the implementation of GenAI in project management, what is the importance of 'explainability' in AI systems?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>It refers to the system's ability to generate expense reports.</p>"",""<p>It enhances the AI\u2019s capabilities in managing large datasets.</p>"",""<p>It ensures the AI system can explain its decision-making process, fostering transparency and trust.</p>"",""<p>It is irrelevant as long as the AI system delivers accurate results.</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755760,multiple-choice,"{""question"":""<p>What is a key strategy to mitigate risks when implementing GenAI in project management?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Implement GenAI across all projects simultaneously to quickly benefit from its capabilities.</p>"",""<p>Limit the use of GenAI to non-critical tasks until its reliability is proven.</p>"",""<p>Conduct pilot tests in controlled environments before wider deployment.</p>"",""<p>Use GenAI only for external communications to minimize internal disruptions.</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755746,multiple-choice,"{""question"":""<p>Considering the ethical implications of GenAI in project management, what potential issue should be most carefully managed to avoid bias in AI decision-making?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Ensuring the AI is used only during business hours.</p>"",""<p>Using multiple AI systems for the same tasks.</p>"",""<p>Careful selection and preparation of training data used to teach the AI.</p>"",""<p>Limiting the AI to administrative tasks only.</p>""]}","[""c""]",2024-04-24
5941036,Automation in Project Management with GenAI,0,6335404,simple-quiz,Introduction to GenAI in Project Management,2024-04-24,Yes,80755730,multiple-choice,"{""question"":""<p>GenAI can automate many project management tasks. Which of the following tasks would typically require human intervention rather than full automation by GenAI?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Scheduling project meetings.</p>"",""<p>Generating performance analytics.</p>"",""<p>Resolving complex team conflicts.</p>"",""<p>Sorting and prioritizing emails.</p>""]}","[""c""]",2024-04-24
5945952,Maîtrise du piratage éthique et de l'intégration de l'IA,0,6341874,simple-quiz,Techniques Avancées de Piratage Éthique,2024-04-29,Yes,80977826,multiple-choice,"{""question"":""<p>Quelle est la mani\u00e8re la plus efficace de se prot\u00e9ger contre les exploits zero-day ?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Changements fr\u00e9quents de mot de passe</p>"",""<p>Application des meilleures pratiques de s\u00e9curit\u00e9 et analyse de vuln\u00e9rabilit\u00e9</p>"",""<p>Chiffrement de toutes les donn\u00e9es sur le disque</p>"",""<p>Mise \u00e0 jour r\u00e9guli\u00e8re du logiciel antivirus</p>""]}","[""b""]",2024-04-29
5945952,Maîtrise du piratage éthique et de l'intégration de l'IA,0,6341874,simple-quiz,Techniques Avancées de Piratage Éthique,2024-04-29,Yes,80977376,multiple-choice,"{""question"":""<p>Que fait une exploitation de d\u00e9passement de tampon (buffer overflow) ?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Corrompt la m\u00e9moire d'une application pour ex\u00e9cuter du code arbitraire</p>"",""<p>Surcharge le serveur avec des requ\u00eates jusqu'\u00e0 ce qu'il se plante</p>"",""<p>Scan des ports ouverts sur un r\u00e9seau</p>"",""<p>D\u00e9chiffre des fichiers crypt\u00e9s sans cl\u00e9</p>""]}","[""a""]",2024-04-29
5945952,Maîtrise du piratage éthique et de l'intégration de l'IA,0,6341874,simple-quiz,Techniques Avancées de Piratage Éthique,2024-04-29,Yes,80977752,multiple-choice,"{""question"":""<p>Lequel des suivants n'est PAS une activit\u00e9 commune de post-exploitation ?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Exfiltration de donn\u00e9es sensibles</p>"",""<p>Augmentation de la bande passante du r\u00e9seau</p>"",""<p>Installation d'une porte d\u00e9rob\u00e9e</p>"",""<p>Collecte d'informations syst\u00e8me suppl\u00e9mentaires</p>""]}","[""b""]",2024-04-29
5945952,Maîtrise du piratage éthique et de l'intégration de l'IA,0,6341874,simple-quiz,Techniques Avancées de Piratage Éthique,2024-04-29,Yes,80977392,multiple-choice,"{""question"":""<p>Question de sc\u00e9nario : Vous effectuez un test de p\u00e9n\u00e9tration et devez maintenir l'acc\u00e8s \u00e0 un syst\u00e8me compromis. Quel(s) outil(s) ou technique(s) utiliseriez-vous ?</p>"",""relatedLectureIds"":"""",""feedbacks"":["""","""","""",""""],""answers"":[""<p>Nmap</p>"",""<p>Netcat</p>"",""<p>John the Ripper</p>"",""<p>Wireshark</p>""]}","[""b""]",2024-04-29
