filename,file_uri,file_url,file_type,programming_language,description,access_level,assigned_agents,file_size,tags,is_active,id,created_date,updated_date,created_by_id,created_by,is_sample
"letter_1757089550410_2291127.pdf","private/6888ac155ebf84dd9855ea98/f87df0663_letter_1757089550410_2291127.pdf","","documentation","","Reply from CA Attorney General; PIU #1491221","swarm_internal","[]","101699","[]","true","68bb1db248d7252f10f97b39","2025-09-05T17:28:18.070000","2025-09-05T17:28:18.070000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"pinetwork.pdf","private/6888ac155ebf84dd9855ea98/cdee79529_pinetwork.pdf","","documentation","","Dear Pi Network Support Team,

I am writing to report an unauthorized transaction involving my Pi Wallet and request your immediate assistance in investigating and revoking any lingering bridge or dApp permissions.

Transaction Details:

Transaction Hash: f016fa2b9268b27bc8ee1a3d7fe9f5ba6ed3779880dc6a811e3731a26c69601d

Transaction Time: 

 

21 hours ago

Recipient Address: GD5HGPHVL73EBDUD2Z4K2VDRLUBC4FFN7GOBLKPK6OPPXH6TED4TRK73

My Pi Wallet Address: GBEEQFR2MHO6WMSVAPNNF6TD5X7J7VNTBJWQJNGQOF2MSG6YHID3RVSW

I did not authorize this transaction manually and suspect it may have occurred via a connected bridge or dApp that had persistent access to my wallet. I have already taken steps to disconnect services within the Pi Browser and clear session data.

Kindly assist me with the following:

Confirm whether any external app (e.g., MEXC or a bridge service) had access to my wallet.

Revoke or reset all dApp authorizations associated with my Pi Wallet.

Provide guidance on securing my wallet against any future unauthorized actions.

Your support in resolving this matter is highly appreciated, as the Pi coins in question were important to me and potentially lost without my explicit consent.

Looking forward to your prompt response.

Best regards,


Automatic response
28/Jul/25 3:24 AM
Your request status has changed to Waiting for support.","swarm_internal","[]","1054790","[]","true","68bb1ef39aa4aa80ec8f59a3","2025-09-05T17:33:39.252000","2025-09-05T17:33:39.252000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"dontforget.txt","private/6888ac155ebf84dd9855ea98/a6306188a_dontforget.txt","","documentation","detailed khoumous islamic percentage calculation ghanima and zakat","detailed khoumous islamic percentage calculation ghanima and zakat","swarm_internal","[]","","[]","true","68bb212a12960b269e3b4f2a","2025-09-05T17:43:06.458000","2025-09-05T17:43:06.458000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"main.bat","private/6888ac155ebf84dd9855ea98/83e04a081_main.bat","","code","common issues to solve","https://www.youtube.com/watch?v=uHhrsaOXsjA
https://www.youtube.com/watch?v=kg4Fd0FyhAk
https://www.dailymotion.com/video/x9oxaw4
https://www.youtube.com/watch?v=VuoAvaDsouU

 another common issue : Here's a comprehensive Bash script for Windows 11 (WSL) to troubleshoot and fix the multiple keyboard input issue, combining registry tweaks, driver operations, and system diagnostics:

```bash
#!/bin/bash

# Keyboard Input Fix Script for Windows 11
# Requires WSL and PowerShell admin privileges

# Initialize log file
LOG_FILE=""keyboard_fix.log""
echo ""Keyboard Fix Log - $(date)"" > ""$LOG_FILE""
echo ""-----------------------------------"" >> ""$LOG_FILE""

# Function to run PowerShell commands from Bash
exec_powershell() {
    echo ""Executing: $1"" >> ""$LOG_FILE""
    result=$(powershell.exe -Command ""$1"" 2>&1)
    echo ""$result"" | tee -a ""$LOG_FILE""
    echo ""-----------------------------------"" >> ""$LOG_FILE""
}

# 1. Disable keyboard filters (Sticky/Filter/Toggle Keys)
echo ""Disabling accessibility keyboard features..."" | tee -a ""$LOG_FILE""
exec_powershell ""\
Set-ItemProperty -Path 'Registry::HKEY_CURRENT_USER\Control Panel\Accessibility\StickyKeys' -Name 'Flags' -Value '506';\
Set-ItemProperty -Path 'Registry::HKEY_CURRENT_USER\Control Panel\Accessibility\Keyboard Response' -Name 'Flags' -Value '122';""

# 2. Reset keyboard repeat rates
echo ""Resetting keyboard repeat rates..."" | tee -a ""$LOG_FILE""
exec_powershell ""\
Set-ItemProperty -Path 'Registry::HKEY_CURRENT_USER\Control Panel\Keyboard' -Name 'KeyboardDelay' -Value 1;\
Set-ItemProperty -Path 'Registry::HKEY_CURRENT_USER\Control Panel\Keyboard' -Name 'KeyboardSpeed' -Value 31;""

# 3. Reinstall keyboard drivers
echo ""Reinstalling keyboard drivers..."" | tee -a ""$LOG_FILE""
exec_powershell ""\
\$device = Get-PnpDevice | Where-Object {\$_.Class -eq 'Keyboard'} | Select-Object -First 1 -ExpandProperty InstanceID;\
If (\$device) { pnputil /remove-device \$device };""

# 4. Reset keyboard layouts
echo ""Resetting keyboard layouts..."" | tee -a ""$LOG_FILE""
exec_powershell ""\
\$lang = Get-WinUserLanguageList;\
Set-WinUserLanguageList \$lang -Force;""

# 5. Check for physical keyboard issues
echo ""Running hardware diagnostics..."" | tee -a ""$LOG_FILE""
exec_powershell ""Get-WinEvent -LogName 'System' -MaxEvents 20 | Where-Object {\$_.Id -eq 27 -or \$_.Id -eq 17} | Format-List""

# 6. Final recommendations
echo -e ""\n\033[1;36mTroubleshooting steps completed:\033[0m"" | tee -a ""$LOG_FILE""
echo ""1. Accessibility features disabled"" | tee -a ""$LOG_FILE""
echo ""2. Keyboard repeat rates reset"" | tee -a ""$LOG_FILE""
echo ""3. Keyboard drivers reinstalled"" | tee -a ""$LOG_FILE""
echo ""4. Input layouts refreshed"" | tee -a ""$LOG_FILE""
echo -e ""\n\033[1;33mNext steps:\033[0m"" | tee -a ""$LOG_FILE""
echo ""- Check different keyboard/mouse"" | tee -a ""$LOG_FILE""
echo ""- Try different USB port"" | tee -a ""$LOG_FILE""
echo ""- Update BIOS/UEFI firmware"" | tee -a ""$LOG_FILE""
echo -e ""\nLog saved to: $LOG_FILE""
echo -e ""\033[1;32mReboot your computer to apply all changes!\033[0m""
```

**Key Features:**
1. Registry Fixes:
   - Disables Sticky/Filter/Toggle Keys
   - Resets keyboard repeat delay/speed
2. Driver Operations:
   - Reinstalls first detected keyboard driver
3. System Diagnostics:
   - Checks hardware event logs
   - Resets keyboard layouts
4. Safety Measures:
   - Comprehensive logging
   - Non-destructive operations
5. User Guidance:
   - Clear next-step recommendations
   - Color-coded output

**Usage:**
1. Save as `keyboardfix.sh`
2. Run in WSL:
   ```bash
   chmod +x keyboardfix.sh
   ./keyboardfix.sh
   ```
3. **Reboot Windows** after execution

**What It Does:**
- Fixes registry settings causing key repeating
- Resets accessibility features interfering with input
- Reinstalls keyboard drivers without full removal
- Maintains user language preferences
- Provides hardware diagnostics
- Gives actionable next steps

**Note:** Requires administrative privileges. For Bluetooth keyboards, additional troubleshooting may be needed for connection stability. Check event logs in the output for hardware-related issues.

This script addresses both software and potential hardware causes while maintaining system safety through targeted registry modifications and driver operations.","swarm_internal","[]","806","[]","true","68bb39b9d7f9f31c7ce1c948","2025-09-05T19:27:53.973000","2025-09-05T19:27:53.973000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Gmail export.csv","private/6888ac155ebf84dd9855ea98/7910a7652_Gmailexport.csv","","data","gmail export udemy takedown","gmail export udemy takedown","swarm_internal","[]","34598875","[]","true","68bd5618f6aa947bdc0a6823","2025-09-07T09:53:28.502000","2025-09-07T09:53:28.502000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Udemy_Reviews_Export_2025-08-15_12-21-58.csv","private/6888ac155ebf84dd9855ea98/d3b9b31ec_Udemy_Reviews_Export_2025-08-15_12-21-58.csv","","data","udemy reviews","udemy reviews","swarm_internal","[]","5784","[]","true","68bd574eafdc7691ad06b48e","2025-09-07T09:58:38.743000","2025-09-07T09:58:38.743000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"c2_command_dashboard.zip","private/6888ac155ebf84dd9855ea98/d38512cd1_c2_command_dashboard.zip","","code","command dashboard","command dashboard","swarm_internal","[]","216456","[]","true","68bd5de333bcea6c882a135b","2025-09-07T10:26:43.016000","2025-09-07T10:26:43.016000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"paypal_payouts_module.py","","","code","Python","Python module for executing one-time PayPal Payouts. Includes functions for obtaining access tokens and sending payouts via the PayPal Payouts API. Designed for integration with SwarmOS agents.","swarm_internal","[""68be8a6bbff7c1c21aca96fe"",""68be89d464fa377a8a97c0a0"",""68be8b31ebe9848748741399""]","","[""paypal"",""payouts"",""api-integration"",""financial"",""payment""]","true","68be8ee43be992a25ba7a575","2025-09-08T08:08:04.241000","2025-09-08T08:08:04.241000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"udemy reviews","","","data","","udemy reviews","swarm_internal","[""68b7f8767633f92fe07c284f"",""68b7f8767633f92fe07c2850"",""68b7f031d9defbb9a2ceb84e"",""68b7f037d9defbb9a2ceb91b"",""689d9755744a85709b47c4fe"",""68b7f012d9defbb9a2ceb56f"",""68b7f049d9defbb9a2cec03f"",""68b7f04ad9defbb9a2cec051""]","5734.4","[]","true","68c0455b536a03d1012ae29a","2025-09-09T15:18:51.564000","2025-09-09T15:20:24.142000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Gmail export.csv","","","data","","gmail export udemy takedown","swarm_internal","[""68b7f8767633f92fe07c284f"",""68b7f8767633f92fe07c2850"",""68b7f031d9defbb9a2ceb84e"",""68b7f037d9defbb9a2ceb91b"",""689d9755744a85709b47c4fe"",""68b7f012d9defbb9a2ceb56f"",""68b7f049d9defbb9a2cec03f"",""68b7f04ad9defbb9a2cec051""]","10240","[]","true","68c0455f536a03d1012ae2d1","2025-09-09T15:18:55.544000","2025-09-09T15:20:27.388000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"common issues to solve","","","documentation","","Troubleshooting common issues, including a Bash script for keyboard input fix.","swarm_internal","[]","819.2","[]","true","68c046049cf56f35a9d6fd3a","2025-09-09T15:21:40.983000","2025-09-09T15:21:40.983000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Reply from CA Attorney General; PIU #1491221","","","data","","Reply from CA Attorney General; PIU #1491221","swarm_internal","[]","99328","[]","true","68c047ab276c45ff6a6ef3d2","2025-09-09T15:28:43.479000","2025-09-09T15:28:43.479000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"fcda7fba5a9a5c545e9a56de0f98f0730f106347ea4716b5457a35d17bb541ad_en_usd.pdf","","","data","","complaint","swarm_internal","[]","70700","[]","true","68c047ad276c45ff6a6ef3e9","2025-09-09T15:28:45.528000","2025-09-09T15:28:45.528000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Complaint has been submitted (1).eml","","","data","","complaint","swarm_internal","[]","8192","[]","true","68c047b3276c45ff6a6ef41a","2025-09-09T15:28:51.086000","2025-09-09T15:28:51.086000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"CCC_EN_20230409_435c761c97e2_Younes Tsouli.pdf","","","data","","CYBERCRIME COMPLAINTTM","swarm_internal","[]","368600","[]","true","68c047b5276c45ff6a6ef441","2025-09-09T15:28:53.512000","2025-09-09T15:28:53.512000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d46","2025-09-09T15:38:53.701000","2025-09-09T15:38:53.701000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d47","2025-09-09T15:38:53.723000","2025-09-09T15:38:53.723000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d48","2025-09-09T15:38:53.752000","2025-09-09T15:38:53.752000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: [## 239556 ##] Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d49","2025-09-09T15:38:53.765000","2025-09-09T15:38:53.765000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d4a","2025-09-09T15:38:53.772000","2025-09-09T15:38:53.772000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d4b","2025-09-09T15:38:53.778000","2025-09-09T15:38:53.778000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d4c","2025-09-09T15:38:53.784000","2025-09-09T15:38:53.784000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d4d","2025-09-09T15:38:53.803000","2025-09-09T15:38:53.803000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d4e","2025-09-09T15:38:53.808000","2025-09-09T15:38:53.808000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: [## 226970 ##] Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d4f","2025-09-09T15:38:53.812000","2025-09-09T15:38:53.813000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: [## 226970 ##] Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d50","2025-09-09T15:38:53.818000","2025-09-09T15:38:53.818000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d51","2025-09-09T15:38:53.842000","2025-09-09T15:38:53.842000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d52","2025-09-09T15:38:53.856000","2025-09-09T15:38:53.856000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d53","2025-09-09T15:38:53.864000","2025-09-09T15:38:53.864000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d54","2025-09-09T15:38:53.870000","2025-09-09T15:38:53.870000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d55","2025-09-09T15:38:53.887000","2025-09-09T15:38:53.887000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d56","2025-09-09T15:38:53.904000","2025-09-09T15:38:53.904000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d57","2025-09-09T15:38:53.911000","2025-09-09T15:38:53.911000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d58","2025-09-09T15:38:53.918000","2025-09-09T15:38:53.918000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d59","2025-09-09T15:38:53.925000","2025-09-09T15:38:53.925000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d5a","2025-09-09T15:38:53.931000","2025-09-09T15:38:53.931000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d5b","2025-09-09T15:38:53.936000","2025-09-09T15:38:53.936000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d5c","2025-09-09T15:38:53.942000","2025-09-09T15:38:53.942000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d5d","2025-09-09T15:38:53.947000","2025-09-09T15:38:53.947000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d5e","2025-09-09T15:38:53.953000","2025-09-09T15:38:53.953000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d5f","2025-09-09T15:38:53.959000","2025-09-09T15:38:53.959000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d60","2025-09-09T15:38:53.969000","2025-09-09T15:38:53.969000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d61","2025-09-09T15:38:53.975000","2025-09-09T15:38:53.975000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Fwd: Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d62","2025-09-09T15:38:53.981000","2025-09-09T15:38:53.981000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d63","2025-09-09T15:38:53.988000","2025-09-09T15:38:53.988000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0d45485b6739e39d64","2025-09-09T15:38:53.995000","2025-09-09T15:38:53.995000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d65","2025-09-09T15:38:54.015000","2025-09-09T15:38:54.015000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d66","2025-09-09T15:38:54.023000","2025-09-09T15:38:54.023000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Fwd:","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d67","2025-09-09T15:38:54.029000","2025-09-09T15:38:54.029000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Fwd:","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d68","2025-09-09T15:38:54.036000","2025-09-09T15:38:54.036000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Fwd:","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d69","2025-09-09T15:38:54.074000","2025-09-09T15:38:54.074000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Inquiry Regarding Pro Bono Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d6c","2025-09-09T15:38:54.086000","2025-09-09T15:38:54.086000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Inquiry Regarding  Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d6d","2025-09-09T15:38:54.099000","2025-09-09T15:38:54.099000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"19329be95c57aa4e","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d6e","2025-09-09T15:38:54.108000","2025-09-09T15:38:54.108000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Fwd: Inquiry Regarding Pro Bono Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d6f","2025-09-09T15:38:54.122000","2025-09-09T15:38:54.122000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Re: Inquiry Regarding Pro Bono Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d70","2025-09-09T15:38:54.127000","2025-09-09T15:38:54.127000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Inquiry Regarding Pro Bono Digital Asset Recovery Assistance","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d71","2025-09-09T15:38:54.144000","2025-09-09T15:38:54.144000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Request for Assistance with two Crypto Scam Incidents","","","documentation","","","swarm_internal","[]","","[]","true","68c04a0e45485b6739e39d72","2025-09-09T15:38:54.152000","2025-09-09T15:38:54.152000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
